zone,formation,organisme,ville,adresse,duree,prochaine_session,site_web,email_principal,emails_trouves,email_source,email_confiance,telephone_principal,telephones_trouves,certifiante,financement,type_formation,objectif,contenu,validation,url_detail,url_listing,status_scrape
01,CAP Fleuriste,Centre européen de formation,75004 Paris,Formation a distance | 75004 Paris | France,Durée de 1296 heures (dont 560 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,info@cenef.fr,info@cenef.fr | service-prise-en-charge@cenef.fr,france_travail,100,0366060201,0366060201,Certifiante,Formation financée par France Travail,À distance,,"Le programme obligatoire de la formation est le suivant :BC01 - PREPARER LES PRODUITS, LES VEGETAUX ET REALISER UNE COMPOSITION FLORALEReconnaître les végétauxRéceptionner et conditionner les marchandisesRespecter les règles de sécuritéConnaître les techniques fondamentalesRéaliser des arrangements florauxAppliquer les règles de compositionSavoir harmoniserBC02 - VENDRE, CONSEILLER LE CLIENT ET METTRE EN VALEUR L'OFFREVendre des produits et conseiller le clientProposer des services et fidéliserMaintenir l'attractivité du point de venteCommuniquerConnaitre l'environnement éco juridique et social des activités professionnellesBC03 - PREVENTION SANTE ENVIRONNEMENTPrévention, santé, environnement, tome 1Prévention, santé, environnement, tome 2ANGLAIS (pour les élèves non dispensés)AnglaisMATIERES GENERALES (pour les élèves non dispensés)FrançaisMathématiquesSciencesHistoire - Géographie - Enseignement moral et civiquesDes cours facultatifs, conçus pour enrichir l'apprentissage de l'élève, sont prévus :Epreuves blanches EP1 , EP2 , PSE , Matières généralesFiches des végétaux | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | CAP fleuriste,https://candidat.francetravail.fr/formations/detail/11200737/true/false/true/true,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-01&range=110-119&tri=0,ok
69,Préparation au concours d'adjoint administratif d'État principal de 2ème classe,"Skill and you (Skill and You, Be academie, Cours Minerve, Cours Servais, Deficompta, Ecole chez soi, Ecole des pros, Educatel, ESECAD, Fashion skills, IFSA, Karis Formations, Lignes et formations, Naturadis, Eric Kayser school)",75004 Paris,Formation a distance | 75004 Paris | France,Durée de 335 heures (dont 35 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,foad@skillandyou.com,foad@skillandyou.com,france_travail,100,0146006878,0146006878,,Formation financée par France Travail,À distance,,"Votre intégration - Guide d'intégration - Bienvenue dans votre formation - Guide Métier Adjoint administratif d'État principal de 2ème classe - Guide de la formation - Guide des épreuves - Le concours d'adjoint administratif d'État principal de 2ème classe Aide à la réalisation de vos documents professionnels Compléter votre livret de suivi des compétences professionnelles Retranscrire et ordonner les idées principales d'un texte Annales corrigées Épreuves blanches Solliciter les connaissances fondamentales pour le concours Comprendre l'administration française Comprendre le fonctionnement des institutions françaises Acquérir des connaissances en français Acquérir une bonne culture générale Mathématiques Les tests d'aptitudes verbales Annales corrigées Épreuves blanches Mobiliser les compétences professionnelles de l'adjoint administratif d'État Bureautique Épreuves blanches Techniques et recherche d'emploi/stage Sensibilisation au développement durable | Organisme | Skill and you (Skill and You, Be academie, Cours Minerve, Cours Servais, Deficompta, Ecole chez soi, Ecole des pros, Educatel, ESECAD, Fashion skills, IFSA, Karis Formations, Lignes et formations, Naturadis, Eric Kayser school) | Lieu de la formation | Formation a distance",,https://candidat.francetravail.fr/formations/detail/11205913/true/false/true/true,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,Certification CLOE français langue étrangère - spécialité hôtellerie Restauration niveau A2 vers B1 (FOAD),Nepsod Evolution,75004 Paris,Formation a distance | 75004 Paris | France,Durée de 331 heures (dont 35 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,accueil@nepsod.com,accueil@nepsod.com,france_travail,100,0474639587,0474639587,Certifiante,Formation financée par France Travail,À distance,,"Accueil et initiation à la formation (1h30) - Module FLE visée insertion professionnelle : chercher un emploi, présenter son métier, présenter ses projets, interagir avec ses collègues, manipuler les outils numériques (120h30) - Module FOS Hôtellerie Restauration :découvrir la cuisine, travailler en cuisine, identifier les besoins d'un client, présenter des produits et services, gérer les réclamations (50h) Module environnement social et culturel : vie quotidienne et relations sociales, loisirs, patrimoine, citoyenneté et engagement (43h) Module Préparation et recherche de stage en entreprise (14h) Période de stage en entreprise (35 h) Module remise à niveau numérique (35 h maximum) Module accompagnement à l'après-formation (21h maximum) Module Préparation et passage de la certification CLOE (10h) Bilan final (1h) | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | Certification CLOE français langue étrangère,https://candidat.francetravail.fr/formations/detail/11576792/true/false/true/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,Diplôme d'État d'infirmier(ière) - DEI,Croix Rouge Française - Institut Régional de Formation Sanitaire et Sociale Auvergne-Rhône-Alpes (Croix-Rouge Compétence Auvergne-Rhône-Alpes - Site St Etienne),69003 Lyon 3e,115 Avenue Lacassagne | 69003 Lyon 3e | France,Durée de 4200 heures (dont 2100 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,competence.ara@croix-rouge.fr,competence.ara@croix-rouge.fr | lyon.competence-ara@croix-rouge.fr,france_travail,100,0472115560,0472115560,Certifiante,Formation financée par la région,En centre,,"La formation comprend 36 matières réparties dans 59 unités d'enseignements. Les unités d'enseignements couvrent 6 champs : sciences humaines, sociales et droit sciences biologiques et médicales sciences et techniques infirmières, fondements et méthodes sciences et techniques infirmières, interventions intégration des savoirs et posture professionnelle infirmière méthodes de travail (bureautique,recherche documentaire, rédaction de documents écrits, communication, anglais) La formation dure trois ans. Les enseignements sont répartis de la manière suivante : la formation théorique de1 800h, sous la forme de cours magistraux (750 h) travaux dirigés (1 050 h) le travail personnel guidé (suivi pédagogique, temps personnel guidé, supervision, travaux entre étudiants- 300 h) la formation clinique de 2 100 h le travail personnel complémentaire est estimé à 900 heures environ, soit 300 h par an. | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'infirmier(ière),https://candidat.francetravail.fr/formations/detail/11533526/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,Diplôme d'État de technicien de laboratoire médical,Association des Fondateurs et Protecteurs de l'Institut Catholique de Lyon (AFPICL) (UCLy - Institut Catholique de Lyon),69002 Lyon 2e,10 place des Archives | 69002 Lyon 2e | France,Durée de 1120 heures,Prochaine session,https://plmpl.fr/c/zFjGj,fp@univ-catholyon.fr,fp@univ-catholyon.fr,france_travail,100,0472325134,0472325134,Certifiante,Formation financée par la région,En centre,,,Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État de technicien de laboratoire médical,https://candidat.francetravail.fr/formations/detail/11026378/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,Diplôme d'État d'ambulancier,Institut de Formation aux Carrières de Santé - Secteur Est des Hospices civils de Lyon (Institut de Formation aux Carrières de Santé - Secteur Est des Hospices civils de Lyon (IFCS - HCL)),69003 Lyon 3e,5 Avenue Esquirol | 69003 Lyon 3e | France,Durée de 801 heures (dont 245 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,magaly.lebrat@chu-lyon.fr,magaly.lebrat@chu-lyon.fr,france_travail,100,0472117903,0472117903,Certifiante,Formation financée par la région,En centre,,Non renseigne | Validation | Type de validation : | Diplôme autres ministères | Certification :,Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'ambulancier,https://candidat.francetravail.fr/formations/detail/11871421/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,Agent de prévention et de sécurité - Titre à finalité professionnelle (TFP APS),Global pro formation (Global pro formation (GPF)),69100 Villeurbanne,Blue Concept | 16 Rue Marcel Dutartre | 69100 Villeurbanne | France,Durée de 379 heures (dont 70 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,globalproformation@gmail.com,globalproformation@gmail.com,france_travail,100,0666139535,0666139535,Certifiante,Formation financée par France Travail,En centre,,"Théorie : SST : Protéger, Examiner (saignement, étouffement, conscience et respiration) et alerter (alerte et message d'accueil) La déontologie de l'agent de sécurité Les services publics de police et gendarmerie, le CNAPS Le cadre légal de la profession, le code pénal et le code de procédure pénale La sûreté de l'État Les armes Mise en sûreté et neutralisation des armes Prévention et actes terrorisme L'accueil, le contrôle d'accès, le contrôle visuel et la palpation de sécurité La prise en compte d'un poste de contrôle de sécurité et les consignes La protection du travailleur Isolé Le circuit de vérification La gestion des alarmes intrusion et incendie, la vidéo et la télésurveillance (surveillance et gardiennage) Les techniques d'information, de communication et la gestion des conflits L'incendie et les risques majeurs Le risque électrique (initiation) Le cadre légal et la problématique de l'activité d'événementiel La définition du terrorisme (historique, mécanisme, méthodologie et modes opératoires) Les différentes menaces terroristes et les niveaux de risque associés La prévention des actes de terrorisme par la reconnaissance des comportements suspects (profiling) et de la radicalisation violente L'action en cas d'attaque et suivant le type d'attaque (actes réflexes, mesures de mise en sécurité immédiate) Le combat en dernier recours L'alerte et la facilitation de l'intervention des forces de l'ordre La sécurisation d'une zone dans l'urgence, risque de sur-attentat et post-attentat. Pratique : Mise en pratique SST CQP APS: Code de la sécurité intérieure Code pénal et libertés publiques Déontologie professionnelle Secours à personnes (SST) Situations conflictuelles et résolution de conflit Consignes, compte rendu et rapport Gestion des risques majeurs, électriques, incendie Gestion d'alarmes Technique d'information et de communication Préparation d'une mission Gestion de conflit Contrôle d'accès Poste de contrôle de sécurité Rondes Palpation de sécurité et inspection de bagages Télésurveillance et vidéo protection Sensibilisation aux risques terroristes Examen : en cours de formation UV 1 (secourisme) : le candidat sera déclaré apte ou inapte en fonction des résultats de la grille d'évaluation conforme aux procédures de validation de l'INRS. | Validation | Type de validation : | Titre inscrit sur demande au RNCP | Certification :",Type de validation : | Titre inscrit sur demande au RNCP | Certification : | Agent de prévention et de sécurité,https://candidat.francetravail.fr/formations/detail/11870188/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,"Diplôme d'Etat de la Jeunesse de l'Education Populaire et du Sport spécialité ""animation socio-éducative ou culturelle mention ""coordination de projets"" - RNCP 39930 spécialité ""animation socio-éducative ou culturel mention ""coordination de projets",Association régionale pour la formation au travail socio-éducatif et aux métiers de l'animation,69100 Villeurbanne,1 Rue Charny | 69100 Villeurbanne | France,Durée de 1200 heures (dont 500 heures en entreprise),Prochaine session,https://arfatsema.catalogueformpro.com/3/dejeps-17/2857880/diplome-detat-de-la-jeunesse-de-leducation-populaire-et-du-sport-dejeps-17-specialite-animation-soci/registration?session_id=2846144,arfatsema.direction@orange.fr,arfatsema.direction@orange.fr,france_travail,100,0478031711,0478031711,Certifiante,Formation financée par un Opérateur de Compétences mandaté par les branches professionnelles concernées,En centre,,"BC1: Animer et accompagner une équipe dans le champ du sport ou de l'animation Animer une équipe en structure d'éducation populaire : enjeux éthiques, valeurs et spécificités Réaliser un diagnostic des ressources humaines de son périmètre d'intervention Animer une équipe en structure d'éducation populaire : organisation, cadre légal, réglementation et procédures Diversité et inclusion : analyser les besoins et mettre en place une organisation adaptée Management participatif : développer le pouvoir d'agir d'une équipe Management participatif : outils et pratiques Accompagner une équipe: médiation et gestion de conflits Accompagner une équipe : émancipation et développement de l'autonomie Dynamique de groupe Animer un processus démocratique Projet d'action formative et conception de séance formative Droit du travail/Droit social Communication non violente Outils d'animation collective Outils d'accompagnement individuel Accompagner la vulnérabilité Dialogue social et syndical Responsabilité du coordinateur Introduction à la sociologie par la pratique : l'oeil et l'oreille vous avez dit posture? BC2: Concevoir un projet d'action dans le domaine de l'animation socio-éducative, culturelle et/ou sportive Education Populaire Rapport de domination Le numérique comme un fait social Esprit critique Culture politique Démocratie et contre pouvoir Pouvoir d'agir ou devoir d'agir? Diagnostic et enjeux De l'attribution d'une place à une culture de la participation Famille et éducation Connaissance des institutions publics et relation aux association ingéniérie sociale Portrait de territoire Mesure de l'impact social BC3 : Mettre en oeuvre et évaluer un projet d'action Introduction à la sociologie par la pratique : l'oeil et l'oreille vous avez dit posture? Penser et structurer son action dans la complexité : à la découverte de l'entrainement mental Ingéniérie de projet Mesure de l'impact social Accompagner la vulnérabilité La protection de l'Enfance en France Outils participatifs Intelligence artificielle et fonction de coordination BC4 : Développer les partenariats opérationnelles et contribuer aux dynamiques institutionnelles dans le domaine de l'animation socio- éducative, culturelle et/ou sportive Introduction à la sociologie par la pratique : l'oeil et l'oreille vous avez dit posture? Connaissance des institutions publics et relation aux associations Démocratie et contre pouvoir Penser et structurer son action dans la complexité : à la découverte de l'entrainement mental Ingéniérie sociale Outils participatifs | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | DEJEPS spécialité animation socio-éducative ou culturelle mention coordination de projets,https://candidat.francetravail.fr/formations/detail/11880827/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,"Créez votre vignoble bio de raisin de table, rentable et résilient - Devenez autonome pour produire et vendre votre propre raisin de table bio",SARL Agri-learn éditions,69001 Lyon,Formation a distance | 69001 Lyon | France,Durée de 9 heures,Prochaine session,https://plmpl.fr/c/zFjGj,fanny@agrilearn.fr,fanny@agrilearn.fr,france_travail,100,0620021214,0620021214,,Formation financée par un Opérateur de Compétences mandaté par les branches professionnelles concernées,À distance,,"1. Taille de la vigne Principes de taille (formation et production) Techniques de taille douce Entretien et corrections2. Modes de conduite Choix du système (lyre, gable, plan vertical. Comparaison des conduites Adaptation au contexte pédoclimatique3. Fertilité des sols Gestion du sol (travail / non-travail) Irrigation Maintien de la fertilité en bio4. Travaux du vignoble Protection contre maladies et ravageurs Calendrier des interventions Conduite sous abri (tunnel)5. Choix des plants Sélection des variétés Choix du porte-greffe Adaptation au marché et au terroir6. Plantation Préparation du sol Étapes de plantation Coûts et organisation7. Récolte et commercialisation Récolte et conservation Organisation du travail Valorisation et vente8. Protection du vignoble en bio Biocontrôle et PNPP Réduction des intrants Stratégies alternatives9. Gestion des maladies et ravageurs Identification des principaux risques Prévention et lutte adaptée10. Pilotage des traitements Stratégie cuivre / soufre Optimisation des doses11. Approche agroécologique Biodiversité fonctionnelle Variétés résistantes | Organisme | SARL Agri-learn éditions | Lieu de la formation | Formation a distance",,https://candidat.francetravail.fr/formations/detail/11870193/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,BPJEPS spécialité éducateur sportif mention activités aquatiques et de la natation,UCPA Formation,69200 Vénissieux,16 Avenue Dr Georges Levy | 69200 Vénissieux | France,Durée de 1267 heures (dont 637 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,ucpa-formation@ucpa.asso.fr,ucpa-formation@ucpa.asso.fr | fgehant@ucpa.asso.fr,france_travail,100,0642833617,0642833617,Certifiante,Formation financée par la région,En centre,,"Unité capitalisable (UC) - 1. Encadrer tout public dans tout lieu et toute structureUnité capitalisable (UC) - 2. Mettre en œuvre un projet d'animation s'inscrivant dans le projet de la structureUnité capitalisable (UC) - 3. Conduire une séance, un cycle d'animation ou d'apprentissage dans le champ des activités aquatiques et de la natationUnité capitalisable (UC) - 4. Mobiliser les techniques des activités aquatiques et de la natation pour mettre en œuvre une séance ou un cycle d'apprentissage | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | BPJEPS spécialité éducateur sportif mention activités aquatiques et de la natation,https://candidat.francetravail.fr/formations/detail/11447001/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,Diplôme d'État d'aide-soignant - DEAS,Croix Rouge Française - Institut Régional de Formation Sanitaire et Sociale Auvergne-Rhône-Alpes (Croix-Rouge Compétence Auvergne-Rhône-Alpes - Site St Etienne),69003 Lyon 3e,Croix-Rouge Compétence Auvergne-Rhône-Alpes - Site de Lyon | 115 Avenue Lacassagne | 69003 Lyon 3e | France,Durée de 1540 heures (dont 770 heures en entreprise),Prochaine session,https://www.croix-rouge.fr/formation-professionnelle?region=auvergne_rhone_alpes&type=formation_diplomante_et_certifiante&search=aide-soignant,competence.ara@croix-rouge.fr,competence.ara@croix-rouge.fr | lyon.competence-ara@croix-rouge.fr,france_travail,100,0472115560,0472115560,Certifiante,Formation financée par la région,En centre,,"La formation conduisant au diplôme d'État d'aide-soignant, 17 semaines d'enseignement théoriques organisées autour de 8 modules : Accompagnement d'une personne dans les activités de la vie quotidienne L'état clinique d'une personne Les soins Ergonomie Relation Communication Hygiène des locaux hospitaliers Transmission des informations Organisation du travail Les titulaires du DE d'auxiliaire de puériculture, du DE d'aide médico-psychologique, du DE d'auxiliaire de vie sociale ou de la MC aide à domicile, sont dispensés de certaines unités de formation. La formation comprend également 6 stages d'une durée totale de 24 semaines en milieu hospitalier ou extra-hospitalier. Possibilité d'effectuer la formation en initial ou en apprentissage. | Validation | Type de validation : | Diplôme autres ministères | Certification :",Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'aide-soignant,https://candidat.francetravail.fr/formations/detail/11533549/true/false/false/true,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,Diplôme d'État d'infirmier(ière),Institut de Formation aux Carrières de Santé - Secteur Est des Hospices civils de Lyon (Institut de Formation aux Carrières de Santé - Secteur Est des Hospices civils de Lyon (IFCS - HCL)),69003 Lyon 3e,5 Avenue Esquirol | 69003 Lyon 3e | France,Durée de 4200 heures (dont 2100 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,magaly.lebrat@chu-lyon.fr,magaly.lebrat@chu-lyon.fr,france_travail,100,0472117979,0472117979,Certifiante,Formation financée par la région,En centre,,,Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'infirmier(ière),https://candidat.francetravail.fr/formations/detail/11817055/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,Diplôme d'État d'assistant de service social - DE ASS,Croix Rouge Française - Institut Régional de Formation Sanitaire et Sociale Auvergne-Rhône-Alpes (Croix-Rouge Compétence Auvergne-Rhône-Alpes - Site St Etienne),69003 Lyon 3e,Croix-Rouge Compétence Auvergne-Rhône-Alpes - Site de Lyon | 115 avenue Lacassagne | Croix Rouge francaise | 69003 Lyon 3e | France,Durée de 3420 heures (dont 1680 heures en entreprise),Prochaine session,https://www.croix-rouge.fr/formation-professionnelle?region=auvergne_rhone_alpes&type=formation_diplomante_et_certifiante&search=assistant%20de%20service%20social,competence.ara@croix-rouge.fr,competence.ara@croix-rouge.fr | lyon.competence-ara@croix-rouge.fr,france_travail,100,0472115560,0472115560,Certifiante,Formation financée par la région,En centre,,,Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'assistant de service social,https://candidat.francetravail.fr/formations/detail/11672249/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=0-9&tri=0,ok
69,Diplôme d'État d'éducateur spécialisé,"Association Régionale pour la Formation, la Recherche et l'Innovation en Pratiques Sociales (ARFRIPS - Association Régionale pour la Formation, la Recherche et l'Innovation en Pratiques Sociales)",69009 Lyon 9e,10 Impasse Pierre Baizet | 69009 Lyon 9e | France,Durée de 3442 heures (dont 1925 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,info@arfrips.fr,info@arfrips.fr,france_travail,100,0478699090,0478699090,Certifiante,Formation financée par la région,En centre,,,Type de validation : | Diplôme autres ministères | Certification : | Diplôme d'État d'éducateur spécialisé,https://candidat.francetravail.fr/formations/detail/11737248/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,"DESJEPS spécialité animation socio-éducative, culturelle et/ou sportive mention direction de structure et de projet - RNCP 39931 - spécialité animation socio-éducative, culturelle et/ou sportive mention direction de structure et de projet",Association régionale pour la formation au travail socio-éducatif et aux métiers de l'animation,69100 Villeurbanne,1 Rue Charny | 69100 Villeurbanne | France,Durée de 1200 heures (dont 500 heures en entreprise),Prochaine session,https://arfatsema.catalogueformpro.com/2/desjeps-17/2858060/desjeps-17-diplome-detat-superieur-de-la-jeunesse-de-leducation-populaire-et-du-sport-specialite-ani,arfatsema.direction@orange.fr,arfatsema.direction@orange.fr,france_travail,100,0478031711,0478031711,Certifiante,Formation financée par un Opérateur de Compétences mandaté par les branches professionnelles concernées,En centre,,"BC1 : Construire, avec les instances de gouvernance, la stratégie de développement d'une structure dans le domaine de l'animation socio- éducative, culturelle et/ou sportive Éducation Populaire Culture Politique Rapport de domination Pouvoir d'Agir et Vulnérabilité Esprit critique Transformation social/rapport sociaux Le numérique comme un fait social Nouvel esprit du capitalisme Laicité et valeurs de la République Violence sexiste violences sexuelles Ingénierie social en lien avec la structure Réaliser un diagnostic RH et financier Penser et structurer son action dans la complexité : à la découverte de l'entrainement mental Elaboration de la stratégie de développement en lien avec les instances de gouvernance Animer un processus démocratique Démocratie et contre pouvoir BC2 : Concevoir et diriger un projet de développement de la structure Cartographie des relations et l'environnement de son association Ingénierie du projet Processus d'évaluation dans une démarche partagée et participative Outils participatifs Outils de communication Utilité sociale BC3 : Manager l'équipe et gérer les ressources humaines ( et la démarche Qualité, Sécurité, Santé au Travail et Environnement d'une structure dans le domaine de l'animation socio-éducative, culturelle et/ou sportive Gestion des ressources humaines en structures d'éducation populaire : enjeux, éthique et complexités associative Articulation employeur bénévole - direction dans la gestion des ressources humaines : définition d'une politique RH et organisation des délégations de pouvoir Gérer l'équipe au quotidien : accompagnement, régulation et gestion conflits Analyse des pratiques en co-développement Développer le pouvoir d'agir des salariés Attractivité, recrutement, intégration et fidélisation des salariés Diversité, inclusion et égalité professionnelle au sein de son organisation Assurer la GPEC, la formation et la gestion des carrières dans un alignement éthique Le financement de la formation professionnelle Qualité de vie Santé sécurité au travail Droit du travail/Droit social Dialogue social/dialogue syndical Cadre général des RPS Démarche prévention et outils BC4 : Assurer la gestion financière, matérielle et administrative d'une structure dans le domaine de l'animation socio-éducative, culturelle et/ou sportive Comprendre les fondamentaux de la situation financière Initiation à l'analyse financière associative ou de structure d'intérêt général Identifier les leviers de financement Construire des scénarios budgétaires et faire des arbitrages Élaborer un plan d'action financier | Validation | Type de validation : | Diplôme autres ministères | Certification :","Type de validation : | Diplôme autres ministères | Certification : | DESJEPS spécialité animation socio-éducative, culturelle et/ou sportive mention direction de structure et de projet",https://candidat.francetravail.fr/formations/detail/11880835/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,"Créer sa ferme en circuit court : transformation, commercialisation et communication",SARL Agri-learn éditions,69001 Lyon,Formation a distance | 69001 Lyon | France,Durée de 20 heures,Prochaine session,https://plmpl.fr/c/zFjGj,fanny@agrilearn.fr,fanny@agrilearn.fr,france_travail,100,0620021214,0620021214,,Formation financée par un Opérateur de Compétences mandaté par les branches professionnelles concernées,À distance,,"Cette formation s'appuie sur plusieurs compétences essentielles : Stratégie commerciale et étude de marché : définir son offre, ses volumes, ses prix et ses circuits de vente Techniques de vente : maîtriser les étapes clés pour convaincre et fidéliser les clients Transformation des produits agricoles : valoriser ses matières premières pour créer de la valeur ajoutée Hygiène et réglementation : garantir la sécurité sanitaire dans les ateliers de transformation Communication et prospection : développer sa clientèle et promouvoir ses produits Valorisation des produits : savoir parler de ses produits et les mettre en avant (ex : dégustation) L'ensemble permet d'acquérir une vision globale du fonctionnement d'une ferme en circuit court, de la production jusqu'à la vente. 3 heures de visio avec les experts sont prévues dans le cursus. | Organisme | SARL Agri-learn éditions | Lieu de la formation | Formation a distance",,https://candidat.francetravail.fr/formations/detail/11880868/true/false/false/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
69,Titre professionnel administrateur d'infrastructures sécurisées (FOAD),STUDI,75004 Paris,Formation a distance | 75004 Paris | France,Durée de 947 heures (dont 350 heures en entreprise),Prochaine session,https://plmpl.fr/c/zFjGj,contact@studi.fr,contact@studi.fr | conseiller-formation.aoft@studi.fr,france_travail,100,0174888555,0174888555,Certifiante,Formation financée par France Travail,À distance,,Administrer et sécuriser les infrastructures Les bonnes pratiques dans l'administration des infrastructures Utiliser un logiciel de gestion centralisé : GLPI Configurer le routage Administrer et sécuriser le réseau Automatiser les tâches d'administration Administrer et sécuriser les systèmes Les bases des serveurs virtualisés Administrer et sécuriser une infrastructure de serveurs virtualisée Gérer des containersConcevoir et mettre en œuvre une solution en réponse à un besoin d'évolution Les bases des solutions techniques Proposer une solution informatique répondant à des besoins nouveaux Mettre en production des évolutions de l'infrastructure Les bases de la supervision Superviser la disponibilité de l'infrastructure et en présenter les résultats Mesurer les performances et la disponibilité de l'infrastructureParticiper à la gestion de la cybersécurité Les bases de la cybersécurité Participer à la mesure et à l'analyse du niveau de sécurité de l'infrastructure Participer à l'élaboration et à la mise en œuvre de la politique de sécurité Participer à la détection et au traitement des incidents de sécurité | Validation | Type de validation : | Diplôme autres ministères | Certification :,Type de validation : | Diplôme autres ministères | Certification : | Titre professionnel administrateur d'infrastructures sécurisées,https://candidat.francetravail.fr/formations/detail/11590088/true/false/true/false,https://candidat.francetravail.fr/formations/recherche?filtreEstFormationEnCoursOuAVenir=formEnCours&filtreEstFormationTerminee=formEnCours&ou=DEPARTEMENT-69&range=10-19&tri=0,ok
